01:54:23.616670279 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=- 
01:54:23.641161661 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=r 
01:54:23.642639788 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=e 
01:54:23.642654086 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=v 
01:54:23.642667972 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.642681508 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=) 
01:54:23.642695335 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=\ 
01:54:23.642708199 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.642719030 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=, 
01:54:23.642731825 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=\ 
01:54:23.642743868 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.642758195 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=c 
01:54:23.642772132 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=h 
01:54:23.642785086 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=u 
01:54:23.642798181 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=n 
01:54:23.642810695 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=k 
01:54:23.642823480 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=\ 
01:54:23.642837246 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.642849800 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=: 
01:54:23.642862765 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=\ 
01:54:23.642876852 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.642889626 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=$ 
01:54:23.642902371 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=( 
01:54:23.642915807 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=b 
01:54:23.642929392 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=a 
01:54:23.642943319 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=s 
01:54:23.642955613 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=e 
01:54:23.642968467 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=n 
01:54:23.642981041 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=a 
01:54:23.642993505 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=m 
01:54:23.643006911 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=e 
01:54:23.643020507 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643033752 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643045455 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=$ 
01:54:23.643057818 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=C 
01:54:23.643071144 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643084289 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=) 
01:54:23.643096743 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=\ 
01:54:23.643110068 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643122522 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=} 
01:54:23.643134735 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643147159 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=; 
01:54:23.643160795 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643173980 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=r 
01:54:23.643186574 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=m 
01:54:23.643200371 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643213276 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=- 
01:54:23.643226801 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=f 
01:54:23.643241339 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643254224 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643266768 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=$ 
01:54:23.643283971 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=C 
01:54:23.643297998 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643310712 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=; 
01:54:23.643323757 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643337253 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=d 
01:54:23.643349516 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=o 
01:54:23.643362190 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=n 
01:54:23.643375827 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=e 
01:54:23.643388180 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=; 
01:54:23.643401906 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643414250 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=r 
01:54:23.643426423 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=m 
01:54:23.643440210 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643452974 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=- 
01:54:23.643466099 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=f 
01:54:23.643479805 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643493411 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643506056 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=$ 
01:54:23.643518730 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=E 
01:54:23.643531194 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=N 
01:54:23.643545020 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=C 
01:54:23.643558877 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=" 
01:54:23.643570820 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=; 
01:54:23.643582993 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=  
01:54:23.643596188 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=d 
01:54:23.643608973 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=o 
01:54:23.643621557 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=n 
01:54:23.643635163 43684/43684 bash  | read < SUCCESS | pipe  | args=res=1 data=e 
01:54:23.644122305 43684/43684 bash  | read < SUCCESS | pipe  | args=res=0 data=NULL 
